順位,ネーム,ルームナンバー,info,登録者数
203,一果Ichigo,434341786,VirtuaReal Project二期生的天才jk一果⭐master 商务合作请联系bd@vrp.live,"56,513"
204,古守血遊official,2299184,Chucolala所属古守ちゆ的汉化搬运组 官方授权 妈妈：paryi,"56,195"
205,雪绘Yukie,56748733,VR7期暴力美学爱好者，真实的法师，直播时间很神必，靠缘分狙击。,"55,840"
206,沙夜_Saya,490331391,VirtuaReal所属77生沙夜下划线saya<VR小地暖<真是个女的<商务合作请联系邮箱bd@vrp.live,"54,925"
207,Azulim搬运组,508191,欢迎小天使回家 Azulim粉丝群：383155405,"54,617"
208,星川莎拉搬运,410542957,这里是星川莎拉搬运翻译组！欢迎喜欢Sara的有能人士加入我们！审核群号849936395 粉丝群号655985854,"54,198"
209,游戏部企划official,252599,日本东京都内高校 游戏部project所属 梦咲枫 道明寺晴翔 风见凉 樱树米莉亚,"54,158"
210,龙包包,1420223,个人势vup（大概 粉丝群：340168101，微博：http://weibo.com/2176179555/ ,"54,070"
211,Rider坏宝,1998929,普通的特摄UP，普通的虚拟主播，CatsChainReaction链式猫所属，商业合作请联系：605925261,"53,678"
212,高原守Channel,503302,<ChaosLive·S>所属个人势vup高原守！很高兴见到您 今后请多关照！ 粉丝群629357424,"53,644"
213,梦月萝娅Official,477780499,噢！噢！NIJISANJI所属的萝娅呐喏哒！为了对人类搞恶作剧从魔界来的恶魔呐喏哒！在人间每天和大家一起玩游戏聊天喏哒！,"53,545"
214,兰若_Ruo,320740464,Hello，这里是虚拟up主兰若呀，请多多指教(๑˃́ꇴ˂̀๑)，QQ群：792129193 微博：@兰若_Ruo,"53,512"
215,而安yasu,32283167,歌会约歌请戳助理Q 1103018038（合作请注明来意）以后会不定期更新各种好听的歌曲，欢迎关注 / 微博@而安yasu,"52,676"
216,宇森ひなこ王国運搬,4175516,一个搬运组，也是一个粉丝讨论平台，不代表某方立场。,"52,579"
217,三千宫魔王Miya,244069,粉丝群：811632830 喜欢唱歌，喜欢打游戏，喜欢聊天，朋友很少，喜欢自闭！！！魔女公司project挂名,"52,550"
218,皆守ひいろOfficial,395814787,ENTUM所属Virtual Youtuber皆守ひいろ官方搬运组，审核群:210018183，养老群:885616351，谢谢大家支持至今,"52,365"
219,中单光一,434401868,我是光一，Virtuareal Project二期生。很高兴见到您，请多关照。商务合作请联系邮箱bd@vrp.live,"52,207"
220,蜜球兔,1750561,来自月亮! 代号蜜球兔的魔法少女! ⭐ VirtuaReal所属虚拟魔法兔子 <商务合作请联系bd@vrp.live>,"52,150"
221,晓月半_普通员工,387704749,能玩游戏也爱追剧的神奇AI少女！抖音/半次元/微博：晓月半_普通员工 （每天更新哦~）,"51,867"
222,若芖_教师资格销吊中,363398777,不是芙是芖（第二个字读zhì 直播通知群:1062562873 二群:872803565,"51,053"
223,中南小团子,222750630,"中南大学是985，211，双一流A类建设高校。
                中南up主交流群：811979919
                2020小团子新生群：982709887
                升华工作室","50,951"
224,弥希Miki,477317922,VirtuaReal Project所属的弥希 粉丝2群：865142932 FANART：#肠粉板报 更多看视频简介哦,"50,676"
225,sunyeojin,1869304,奶味主播 每晚7点LIVE ON！！每周五六晚11点B限~~！！,"50,323"
226,NoWorld_Official,434662713,"虚拟音乐组合NoWorld
                粉丝5群：1138336671
                字幕审核：623283079
                舰长群：704427048","50,206"
227,惑姬Waku,472877684,Virtuareal Project所属四期生，一只来自神州泽国的文盲 商务合作请联系bd@vrp.live,"50,092"
228,KMNHZ-China,2149710,【非公式】根据二创条例KMNZ熟肉烤制中！翻译校对长期招募：629356036 同好交流：703784033,"49,786"
229,秋凛子Rinco,479633069,（P-SP所属）神社网这么破，活该没人来！【5G信号的神社：622934834】,"49,587"
230,❀Sakulaˇ小舞,264161,Sparkle火花声音工作室·有个群305365600·配音唱歌！·故意写的L不是R·合作工作欢迎私信·微博@Sakula小舞,"48,704"
231,星弥Hoshimi,477342747,✨你的心意一定会得到回应。商务合作请联系bd@vrp.live,"48,580"
232,茶冷_Channel,741520,一般路过不怎么会画画的恶魔。群号952986642-不是牛角包拟人——,"48,323"
233,铃音_Official,39267739,个人势vup，聪明可爱铃咕咕desu~哪怕是一只小小的鸽子也想绽放光芒！一般晚上9点开播~录播:铃音suzune录播组，原画&建模:池泽酱,"48,136"
234,水龙敬Official,124025181,水龙敬园长官方账号，希望能够自由的直播复古游戏和唱歌画画。字幕组审核群号：1135663197,"48,075"
235,Seikyuu-VA,877437,你好，很高兴认识你！我叫Seikyuu，我会吃掉你的噩梦，用甜甜的梦代替它！我是专业声优，英语vtuber！,"47,934"
236,雛月Mofu,1612112,本业无职猫一只，为了生活开始了妹抖副业（゜、。ｱ,"47,051"
237,周防パトラ搬运,385851175,纪念：たばこ。HNST周防パトラ汉化搬运，组招翻译校对有意加群971079339，粉丝群925416397。生肉搬运@陽向葵的向日葵,"47,038"
238,尤特Ute_Official,517601,<Facemoe>虚拟UP主，10w粉3D化！ 粉丝2群：983046765,"46,992"
239,田汐汐_Official,473764233,雪风军团所属VUP！花一样的人·类·16岁女高中生田汐汐！目前在游戏中古店Kook's担任看板娘Ow<！,"46,880"
240,道明寺可可亚official,381951501,大家好 我是道明寺可可亚 有时会唱一些我喜欢的歌 请大家多多关照,"46,789"
241,奏手一弦Official,456232604,这里是holostars所属Vtuber奏手一弦。【麻麻：TCB】,"46,175"
242,爱夏なつ,1826804, 再也不是没有温度的空间，而是名为爱夏的晴天。,"45,487"
243,铃鹿诗子Official,458154144,这里是超喜欢BL和可爱的男孩子，有一点危险的唱歌大姐姐。动漫歌曲和酒也都很喜欢！26岁单身，正在相亲中！,"45,427"
244,德比鲁Official,441666968,沉迷于百合小说和冰淇淋的恶魔德比德比・德比鲁,"45,120"
245,铃原艺术研究社,428424219,遵守彩虹社二创条例 非官方搬运组 露露粉丝群：929297862 ※缺剪辑后期※ 有意者请b站私信或者加粉丝群联系管理,"44,597"
246,隐神木荫-九石玉Official,488983671,"平时会发一些@猫宫日向Official的NG视频和动态 请多多指教啦～ 推特是@vd_inuko
                & @vf_tamama","44,577"
247,卖火柴的可可亚,719049,认为自己是美少女的精神异常猫男（x）酒馆战棋主播（x）小游戏主播（√）视频1080p音画不同步的换1080p60帧，反之换回来（,"43,624"
248,森中花咲Official,436596836,る〜るるる〜！にじさんじ所属バーチャルライバーの森中花咲です！billbill動画でも楽しく活動していきたいと思います！,"43,411"
249,麦可可提不起劲,301760,虚拟鸽子，鲨鱼魔人，全职漫画家，偶尔做点小动画。weibo:麦可洛克,"43,053"
250,健屋花那的诊疗所,386764545,にじさんじ所属健屋花那搬运组 审核群：883480132 粉丝群：185444267 生肉合集无特殊说明每日更新,"42,974"
251,kinoko杂菌,351007,个人号，只想做自己愿意的事。,"41,833"
252,风见唯花搬运,456435399,VTB风见唯花搬运（非公式）（招翻译，有意者请私聊）（直播录像目前先传生肉，后续条件允许的话将会换源）,"41,303"
253,呆梓爱你嗷,1598199,vup嗷嗷和舞见呆梓共用的号】 直播间565】真爱粉马甲：xx爱你嗷】嗷群：897149491 梓群：342032558】不忘初心 永远爱他,"41,055"
254,音音继ねね_Official,439071630,欢迎来到nelineli音乐！音音継ねね和猫姫琥珀用歌声治愈你〜,"40,905"
255,七濑Unia,353361863,努力成为开心快乐一生的妖精王！尤尼娅哒！军团群：885350936/Aien所属个人势/录播组@Uniaの妖精之森/话题#Uniart# ,"40,851"
256,Oscar-Channel,10296177,10296177,"40,828"
257,白雪巴的夜王国,484764631,にじさんじ所属バーチャルライバー白雪 巴(しらゆき ともえ) 的非公式搬运组，审核群924539586 粉丝新群915685920,"40,626"
258,叫我MOUMOU酱,352396621,这有什么问题么？微博：叫我MOUMOU酱,"40,539"
259,不更文,11785510,>求关注< 打赏→afdian.net/@bugengwen 粉丝二群932989418跑团群1132036447,"40,359"
260,xgjfsjhynrdyjyx,9491259,请各位看最后一条动态,"40,140"
261,鈴宮鈴,480432362,LOL天使　妈妈paryi 推特@rin_suzumiyaa,"39,756"
262,柠狐柃,19462294,搞笑系虚拟UP主哒! 小伙伴们习惯叫我柠檬！求三连和关注！持续更新中！,"39,474"
263,莱娅Leia_Official,441416698,"见到你很高兴! 我是虚拟主播 Leia(莱娅) QQ粉丝俱乐部 (1055047237, 642839924) 审核组：822069154","39,224"
264,纸代棗-やすゆきOfficial,480179246,"VTuber纸代棗与日本绘师やすゆき的共用账号
                纸代棗 推特@kmsr_natsume
                y老师推特/微博:@yasu00kamiki","39,154"
265,花留Karu,370687588,贵族世家出身的大小姐，草留Karu，Virtuareal八期生。阳光浴场群号:150464672 ,"39,150"
266,赤星组Channel,444559,直播间21232671 正式授权 粉丝群 725327833 审核群590628786 吃翻译校对，剪辑后期，调音混音，美工画师，动画建模,"39,138"
267,佐久間ねむ搬运,415858231,是狐狸不是羊驼(*´ω｀*) 佐久間ねむ油管频道官方授权字幕组 粉丝2群1015921219 审核群672668290,"38,764"
268,久远千岁搬运组,257492,にじさんじ所属久远千岁非公式搬运,"38,150"
269,holostars,444316844,VTuber（虚拟Youtuber）事务所「holostars」官方帐号 ,"38,099"
270,子彧_official,35749736,是子彧（yù）不是子或！ 联系子彧请加聊天Q群：679589673 录播组：@M78录播组,"38,084"
271,沙月ちゃん,128912828,个人势vup，不属于任何社团组织！开播全靠缘分~！开播通知群：970778952 录播仓库：@沙羽,"37,869"
272,神乐Mea同好会,479729029,神楽めあ相关信息搬运号。资讯情报、剪辑熟肉、PV二创freestyle 。人手不多，如有加入意愿欢迎私聊。,"37,667"
273,华硕天选官方UP,471130755,华硕天选品牌代言人天选姬，已入驻华硕天选官方UP啦，说好的关注人家的，不能说话不作数哟~,"37,385"
274,图波列夫的设计图,29145262,slaVTuber图酱Да! 毛子系航空系尖叫VUP，幻HOME一期生，业余飞行学习中 直播在隔壁找不到请加群190910217谢绝政治,"37,036"
275,佐久間ねむOfficial,476903292,Ciao~!佐久間ねむ(Sakuma Nemu)。16岁，是学生。粉絲2群1015921219 审核群672668290,"37,031"
276,因幡組搬運中心,382545233,因幡はねる非官方B站搬運 故任何發言與日方無關 工作群群號926948227 あにまーれ檬群已滿 桃群836629287,"37,012"
277,喵月nyatsuki,472821519,为了远道而来的你←VirtuaReal 想要成为歌势 商务合作请联系bd@vrp.live,"36,466"
278,名取さな字幕组,395933021,个人势VTuber名取纱那授权搬运组。搬运@名取さな。长期收剪辑翻译打轴校对。不接受商业合作。交流群：708857540,"35,695"
279,尼奥喵Neil_Channel,12120515,个人势聊天up主 请多关照,"35,669"
280,胡桃Usa,12497617,✞ 堕天使降临 ✞ QQ群864814510／画师@林大B／录播@Providence企划,"35,593"
281,love-pii-channel,580482351,初次见面！这里是love-pii官方频道！字幕组持续吃人中~审核群号961351462,"35,425"
282,Project_V_官方,383012066,为您带来虚拟主播的娱乐节目，活动直播和各种信息的综合频道,"35,258"
283,寿寿歌_suzuka,471308347,VirtuaReal Link と 游戏风云 所属、背徳の天使寿々歌だ！,"35,228"
284,绯赤艾莉欧Official,407106379,幻想骑士团团长绯赤erio chucolala所属 粉丝群：910755201 字幕组审核群： 526081395,"34,646"
285,萝卜蘸酱_机萪Official,479965355,人类，你们好，我是萝卜蘸酱。直播间：22210240 商务合作请联系：xinke_business@sina.com,"34,596"
286,三日暦Official,571841213,LOLを布教する為に舞い降りた教祖、みずかいこよみです,"34,439"
287,度人Tabibito,474369808,初次见面，我是度人，VirtuaReal所属虚拟牌手，智斗洋馆馆主，空天雪城城主。商务合作请联系：bd@vrp.live,"34,403"
288,友希Yuuki,8363141,"不会唱歌不会画画不会杂谈不会打游戏的个人势vup
                群：1148176536 录播组：友希の练歌房
                一周3播平时很忙 不是全职vup望体谅","34,142"
289,舞元启介Official,477780497,大家好！我是NIJISANJI所属虚拟主播舞元启介！是一个喜欢运动喜欢酒，还喜欢打游戏的VTuber！请多指教！,"34,121"
290,-Yu酱-,3032688,个人势全职虚拟主播，虚拟形象是有尾巴的人鱼～个人势很需要大家支持，所以喜欢就来直播间支持yu吧！每晚9点直播，录播号:Yu酱の录播小天使,"33,807"
291,云玉鸾,8170242,Lucca事务所所属！游学出逃，喜欢吃吃吃，麦霸。,"33,775"
292,樱美Yuna-Official,1448323,"初次见面,我是樱美yuna一边上大学一边以播音员作为目标正在努力中，应援请多关照!","33,699"
293,八美联,348832436,本组目前只进行兔鞠和玛格萝娜的字幕制作/长期招收各种职位 审核群：735848012 粉丝群1056205796,"33,567"
294,虎丸幼一Official,205083578,"恭喜你成功捕捉到一只白虎！
                粉丝群群号:752417937
                ( ㊖ ˍ ㊖ )","33,340"
295,剑持刀也搬运组,327875807,按二创条例之非官方字幕组。播放清单见收藏夹。长期收翻译（N2)校对(N1) 审核群1027491791 粉絲群785745032 欢迎来虚空,"33,238"
296,某柯moke,2844993,粉企鹅desu 单挑群：701464504,"33,047"
297,鸽姬言知,35478071,想办法凑更的屑UP 不怎么会说话 ADTB社团男妈妈 商务合作请私信 聊天吹水群 453778370,"33,027"
298,星ノ谷みやOfficial,402105315,来自星之国的双语喵星人 粉丝群：855284000 【P-SP】,"32,639"
299,神楽唯Official,38631,这里是神楽唯「KaguraYui」请多多关照！ママ：@鸟蛋peach 交流群 333972765 注意！这只主播是猛男！,"32,448"
300,羽音Hanon,455965041,42,"32,287"
301,日月咪玉-官方,391614061,静凛·家长麦酱的妹妹・虚拟歌手日月咪玉！学习中文 官方粉丝群是1014648717,"32,176"
302,乐喵Channel,483231,22世纪的虚拟UP猫，未来信箱：miachannel@foxmail.com，直播的时候会念来信,"32,090"
303,轴伊Joi_Channel,61639371,爽诶…！窒息系无感情虚拟主播。QQ群849437495。橘子是最完美的水果～,"31,948"
304,dsailab,411812743,任何问题请联系QQ：2434985883,"31,708"
305,莉泽的第二工厂,412180051,审核群：882680894。粉丝一群：668727087。粉丝二群:775826560 ,"31,556"
