順位,ネーム,アイコン,ルームナンバー,info,登録者数
110,水兰儿_Official,https://i1.hdslb.com/bfs/face/af8f62b2053bdfde99202c19b3d239774b687717.jpg@256h_256w,63011,大家好，我是虚拟吸血鬼，水兰儿。目标是掉到两千粉，希望大家认真看待我的目标！请多指教！,"109,900"
111,修女克蕾雅Official,https://i2.hdslb.com/bfs/face/82b25d9a9fd0f14e934822d35b16b409a25b32c4.jpg@256h_256w,477780496,为了治愈身心疲惫的你而直播的哟。平时的直播内容以杂谈和唱歌为主。我会努力「治愈」大家的！,"108,505"
112,幻想乡の鬼狐狸,https://i2.hdslb.com/bfs/face/420290758fbee74937daa781cc2318474c0e5d09.jpg@256h_256w,535637,如果把幻想乡的鬼狐狸谷歌翻译二十次的话 应该挺酷的哦,"108,256"
113,莉泽Official,https://i2.hdslb.com/bfs/face/c6557b71d881c32607b1e64f3989ef38b30a1a9e.jpg@256h_256w,436596841,bilibili的大家，你好！我是莉泽·赫露艾斯塔，赫露艾斯塔王国的第二位公主。为了作为良好的公主，天天努力！请多多关照,"107,373"
114,陆婉莹GodRiku,https://i2.hdslb.com/bfs/face/3905a97e6f001a78151b46a8d5a75a5e03a5a375.jpg@256h_256w,337827661,"是个好人
                陆家帮二代目帮主。直播预告请私信“直播”
                特别喜欢打游戏
                商业合作请私信
                粉丝群：754278929","106,622"
115,乌拉の帝国Official,https://i1.hdslb.com/bfs/face/ad761e68401c1b0997c15843a621369532ad3316.jpg@256h_256w,610390,大家好哦~ 这里是乌拉拉哒哟~ lucca事务所所属~B站FPS RTS硬核虚拟游戏主播 声音就是这样的 还请各位多多关照~,"105,567"
116,星野饼美,https://i0.hdslb.com/bfs/face/09aad335d63e5470ddb217bf4112ec4683cfd8bf.jpg@256h_256w,82389,专注卡牌游戏！每天介绍新卡组，每晚在B站694直播间直播，欢迎关注～,"105,272"
117,乙女音Official,https://i1.hdslb.com/bfs/face/422215a006f40f18e015d63701d5fb1e46080c0e.jpg@256h_256w,406805563,欢迎打钱！谢谢打钱！我想要5000兆円!请叫我oto酱! 烤肉审核:967458726 缺人 ,"105,202"
118,千草はな,https://i1.hdslb.com/bfs/face/0180be16e4618e831a3c8702349def0b56982f77.jpg@256h_256w,8119834,是狐狸不是松鼠！千草はなbilibili唯一官方字幕组，字幕组审核群963140085粉丝群二群290431160,"104,539"
119,MMP字幕搬运,https://i0.hdslb.com/bfs/face/d6c059240f458b3a2511acd92247c342118f588f.jpg@256h_256w,278093107,猫猫扑字幕组｜贝琳&茜菲搬运｜粉丝群：231896856｜https://weibo.com/MMPZMZ,"104,498"
120,阿萨Aza,https://i1.hdslb.com/bfs/face/8c07e8eaba492068f7627e437d2a327ca34f0530.jpg@256h_256w,480680646,你好！我是VRP所属的Vup，喜欢唱歌打游戏。粉丝群：832895027，商务合作请联系bd@vrp.live,"104,136"
121,艾因Eine,https://i0.hdslb.com/bfs/face/627b9390be6481d4a88ff1e4808a7d7f8b6b3bbe.jpg@256h_256w,421267475,歌与魔法改变世界！我是艾因，永远19岁的异世界魔法师！虚拟主播团体VirtuaReal一期生,"103,414"
122,猫芒ベル_Official,https://i0.hdslb.com/bfs/face/1c202e4750bceb1692b60f5a0d6a004a2013d242.jpg@256h_256w,487550002, ViViD所属的Vtuber。见习魔女。‍#猫芒照相馆#,"102,674"
123,七柠Official,https://i1.hdslb.com/bfs/face/33e2cc4a9051abebed727b91cd66725410fb5b5e.jpg@256h_256w,415578378,415578378,"102,623"
124,山崎kaori,https://i2.hdslb.com/bfs/face/900c78ca498395f7140444462605db358c210742.jpg@256h_256w,214854,"谢谢你关注了平平无奇的kaori
                目前作为虚拟主播+UP主活动中
                魔女SP
                通知闲聊多用QQ群：204090709","100,153"
125,窥酱Channel,https://i1.hdslb.com/bfs/face/92faa33bcb6cd0cccd7da2f554440f53bf4526fe.jpg@256h_256w,370515,bilibili UP主认证：bilibili 知名套皮女主播,"99,905"
126,委员长杂鱼搬运,https://i0.hdslb.com/bfs/face/f40d1e13a4e07e81b3e7baa41c66e0edc9020535.jpg@256h_256w,109891,无情的烤肉机器，感谢各位组员和野生烤肉man。非公式杂鱼搬运，長期招募翻译校对，能力有限不足之處請見諒。,"99,859"
127,虚拟宫宫Official,https://i2.hdslb.com/bfs/face/dda8e2a48510bf7e22c968975946ab396b2a7b06.jpg@256h_256w,24622055,中日双语所谓“虚拟UP主(VTuber)”。妹子的外貌，大叔的头脑。群号:82698857　微博:宫崎壮玄and虚拟宫宫,"99,713"
128,夜霧Yogiri,https://i1.hdslb.com/bfs/face/2ea0b357ed430658ac35a60358a936715f438fa8.jpg@256h_256w,427061218,吸猫BOT＊努力&自律＊HOLOLIVE CHINA一期生YOGIRI＊担当画师：本田ロアロ,"99,690"
129,步玎Pudding,https://i1.hdslb.com/bfs/face/46974764ccaada4b08ee754a20f4a93a87c88f3d.jpg@256h_256w,416622817,P-SP所属 在考拉国留学的死宅萌豚JK哟❤️ 喜欢暖和的太阳和...炸猪排！步玎的DD冰箱：818843850,"99,453"
130,兰若_Re,https://i0.hdslb.com/bfs/face/c5f97db4405150643d3439f178a0bedce0741c1b.jpg@256h_256w,373493702,来自成都的虚拟up主，青城山扛把子兰若_Re~～ 商务合作WX：18000561602（请备注来意）,"98,765"
131,老教师琦琦子,https://i0.hdslb.com/bfs/face/475e17d93f6611cf0d7da145c43d75c21030cc8f.jpg@256h_256w,1780773,勿谓言之不预也,"98,172"
132,山兔YamaUsagi,https://i0.hdslb.com/bfs/face/592eedce792e70bafdce7e72835201000a6a506d.jpg@256h_256w,519464736,Hola～这里是山兔YamaUsagi，梦想是成为Super idol！未来的日子里请接收我的元气抛瓦吧((꜆꜄•௰•)꜆꜄꜆,"98,142"
133,绿仙Official,https://i0.hdslb.com/bfs/face/e7aef00796affa5009095547f3a85851b4406f1c.jpg@256h_256w,403930401,大家好，我是NIJISANJI的绿仙。18岁。多多给我留言评论我会很开心的。请多关照！,"97,902"
134,红晓音Akane,https://i2.hdslb.com/bfs/face/7644f4b29b79368a97abf1662fa5fc1df96c2c38.jpg@256h_256w,899804,P-SP所属。喜欢唱歌的魔法少女，猫咪是世界的宝藏！与你相遇就是最美的魔法❤ 聊天群： 807630180,"97,075"
135,杀戮的天使官方,https://i1.hdslb.com/bfs/face/cc429919173170b94192bc4f3bd826a1e19203e6.jpg@256h_256w,24791744,《杀戮的天使》日本官方号。欢迎关注我们的微博@杀戮的天使官博(*^▽^*),"96,972"
136,阿梓从小就很可爱,https://i1.hdslb.com/bfs/face/7123ed7f837fe01821db25402ba2a32b58ff7be7.jpg@256h_256w,7706705,大家好！我是宅在家爱唱歌的梓酱！,"96,513"
137,HiiroVTuber,https://i0.hdslb.com/bfs/face/458ca6d5db484ff5e0d780bb27092b8a269c0469.jpg@256h_256w,508963009,"英文虚拟UP主！English VTB Hiiro, 英語VTBひいろ。901 IQ, 不是 debu, cat！","94,699"
138,安洁Official,https://i1.hdslb.com/bfs/face/61729ccd8c03cd3b3d98030629409c28620607dd.jpg@256h_256w,458154143,久等了，是不是等很久啦？你们好，我是美少女炼金术师安洁。想要炼成恋人的话，就先做好失去一只手的心理准备吧。,"94,483"
139,AZKi_Official,https://i2.hdslb.com/bfs/face/d9c777fb0246ee88ee083ff9ae428ed0f4f8c158.jpg@256h_256w,389056211,hololive lNNK Music成员，Vsinger的AZKi，我很喜欢唱歌。协力：时空字幕组。,"94,131"
140,樋口枫Official,https://i1.hdslb.com/bfs/face/e42478e20a4c6edff2b07a1b39f7fc3adad90e99.jpg@256h_256w,410455162,でろーんでろーんでろんはお！にじさんじ公式バーチャルライバ－の樋口楓です。みんなを思いっきり笑わせたいです！,"93,735"
141,Siva_小虾鱼_,https://i1.hdslb.com/bfs/face/c5e1285bb57187ddfbfa223a3bd1f780b2fb790f.jpg@256h_256w,358695457,雪风军团所属，喜欢唱歌和幻想的萌（？）系新物种失忆少女。想要成为一站上舞台就闪闪发光的人ੈ✩‧₊˚ 粉丝群：812593384,"92,937"
142,森永みうofficial,https://i2.hdslb.com/bfs/face/b308d4b3150537cce7b0149db721d46e048ae46f.jpg@256h_256w,2778044,森永is可爱/粉丝群：321313666/本人直通E-mail:morinaga.bili@gmail.com,"92,411"
143,未来明-MiraiAkari,https://i0.hdslb.com/bfs/face/d98570f89af47a85903e4e2021f459a79c8da12e.jpg@256h_256w,238537745,hello、这里是未来明！！( •̀ᴗ•́ )ゞ 来自日本的虚拟up主 粉丝群qq：614751169,"91,634"
144,井水黑の宅叔,https://i2.hdslb.com/bfs/face/fb96cec2f5f381c824313eabdffc25e3d65fbb50.jpg@256h_256w,1869904,目标10w粉！冲啊！粉丝群号：1079235481，关注吧，不会后悔滴。,"91,073"
145,鹿野灸,https://i1.hdslb.com/bfs/face/27e5051a545e5fb743b97cd79716dad8df397081.jpg@256h_256w,5659864,本音，请勿议论三次信息，也请勿在无关视频刷我的名字，目前只有B站这一个帐号，其他平台均为假冒请擦亮眼睛不要受骗，感谢你的喜欢与支持！魔女公司,"90,529"
146,碧居结衣Official,https://i0.hdslb.com/bfs/face/99d97c653e45aa1c8ec70dfeae6efa8667861c8c.jpg@256h_256w,179459,蓝兔子 十六岁的lady 粉丝群一二三四群已满、粉丝五群1124716134 字幕组审核群：1140863299,"90,219"
147,NIJISANJI,https://i1.hdslb.com/bfs/face/ec24bb376f1448219295eb80db2a537b0c4d87bd.jpg@256h_256w,410484677,公式サイト：https://nijisanji.ichikara.co.jp,"90,033"
148,魔乃阿萝耶Official,https://i0.hdslb.com/bfs/face/4f55350a4ed1450c7c9a294e8dc1faf04f21d2df.jpg@256h_256w,624252711,以成为魔界歌姬为目标，任性又喜欢恶作剧的萨Q帕斯。角色设计：Guchico,"90,029"
149,VirtuaReal,https://i0.hdslb.com/bfs/face/94ba78276be42fe33f94c9655522c5769b26bcc5.jpg@256h_256w,413748120,报名请移步 vup.link/join 填写问卷！招聘：join@vrp.live 商务合作：bd@vrp.live,"89,240"
150,安堂いなり_official,https://i2.hdslb.com/bfs/face/ad7464941000379d8088ccbd44b10e5d5435af7b.jpg@256h_256w,392505232,VirtuaReal Link所属个人势Vtuber 安堂いなり,"89,130"
151,戌亥床Official,https://i2.hdslb.com/bfs/face/d0d7d4cff558ed3c910e1cdc4efc59c193f4676a.jpg@256h_256w,458154142,歌うことが大好き！ケルベロスの戌亥とこです。,"88,576"
152,切茜娅CheIsea,https://i2.hdslb.com/bfs/face/b7380d953b34ccfc9edb21cdd942b86bba5f0da4.jpg@256h_256w,632960,执掌欲求与堕落之魔王，游戏人间是乐趣所在。如何，做好献身于我的准备了吗？,"85,623"
153,喵田弥夜Miya,https://i1.hdslb.com/bfs/face/9525ff3a1de7c1adf3956af5679b17a5756e5f2b.jpg@256h_256w,846180,你好喵！这里是喜欢玩游戏和画画的个人势vup，miya哒！是自己的画师~，社团peroclub~,"85,573"
154,夏実萌恵,https://i1.hdslb.com/bfs/face/313901cd80add372c39908c2bff72603f3ddfc12.jpg@256h_256w,355167926,"Hi guys, my name is Natsumi Moe. Nice to meet you!","84,607"
155,莉姬女王,https://i1.hdslb.com/bfs/face/7ff9a70e04f5961b5fe728a61c0a4dfeb1875aba.jpg@256h_256w,387108043,QQ通知群995934296 我是莉姬リジ 来自异世界的女王， 是个迷路姬。喜欢玩恐怖游戏偏多。开播时间请加群 加群暗号 欧迪亚帝国 ,"83,434"
156,白百合リリィOfficial,https://i2.hdslb.com/bfs/face/00ff441410e895216ee4e9fd7f761e2aa5122dfe.jpg@256h_256w,421347849,ViViD所属，不管是你们还是money都最喜欢的守财天使！箱推6群1132670270字幕组审核群685228392,"82,513"
157,小凌漆漆,https://i1.hdslb.com/bfs/face/a4938ac19203494520e208cd5dbe87ef463af8bc.jpg@256h_256w,436197297,436197297,"81,951"
158,心斎桥オクトOfficial,https://i1.hdslb.com/bfs/face/811bae117dda4f4acb1ff128a59e073e5ef55fa4.jpg@256h_256w,17492464,个人势大阪系虚拟UP主 Ocuto！二创组⇒ ＠ocuto的大阪烧 ◆一群：933080154 二群：648657553,"81,475"
159,PPHOfficial,https://i1.hdslb.com/bfs/face/aefabcaa98277546e19ed9421e93c63fc2586f87.jpg@256h_256w,393940396,是珠穆朗玛峰,"81,068"
160,adogsama,https://i1.hdslb.com/bfs/face/57fb7c147bd2b51bffa9d0c81a374eb720b8b72c.jpg@256h_256w,317000,个人势。关于我在bilibili的账户该如何解决悄悄关注数是关注数5倍的哲学问题。QQ：46548864,"80,685"
161,杏仁ミル,https://i1.hdslb.com/bfs/face/d03e56c966ca5e545fc3e02b2c05e9e8582db90f.jpg@256h_256w,396751329,会说中文跟日文的杏仁教教主!,"80,620"
162,小伞一把SCP-SNP,https://i1.hdslb.com/bfs/face/27be459ecbd0d0dafb00556b12fb4b1f794739ee.jpg@256h_256w,1740548,喜欢就关注吧❤ 录播@混沌之伞的星球 微博@有一把小伞 ,"80,131"
163,御伽原江良Official,https://i1.hdslb.com/bfs/face/8c3fe8ee603a4a89088ecf0aa277b6e86e75eab9.jpg@256h_256w,436596838,御伽原江良です！ギバラと呼ばれています！よろしくお願いします！,"79,652"
164,罗伊_Roi,https://i0.hdslb.com/bfs/face/5c86f2b3c0f84522d300e6b16f7abcf1bf93cf62.jpg@256h_256w,480745939,VRP所属liver，来自异世界的王子，商务合作请联系bd@vrp.live,"76,169"
165,音俣RukaOfficial,https://i2.hdslb.com/bfs/face/b0bf2c6c3510e53f8e0dabd88dc9d8f3a51e8a71.jpg@256h_256w,406548031,音俣るかOfficial！ 是高智能机器人！twitter.com/oto_ruka 审核群：914356308,"75,815"
166,默磷Official,https://i2.hdslb.com/bfs/face/c9085e048f6e609a615632430ac0025e2565e4ae.jpg@256h_256w,820535,-魔女公司Project-；知识区UP主；做点寓教于乐的科普视频~,"75,364"
167,爱宫MILKOfficial,https://i2.hdslb.com/bfs/face/873aae35a01d0c13d7e2dfa3b6c91102485eb669.jpg@256h_256w,419429042,大家好，这里是见习偶像Vtuber 爱宫Milk的说~ ❖担当画师：佃煮海苔男(佃煮のりお)。,"74,198"
168,米糊zzZ,https://i2.hdslb.com/bfs/face/8937be74ac5309b0cc75126631901a6ae489bf84.jpg@256h_256w,96644933,"关注我的，你怎么这么可爱捏？
                粉丝群：365513348
                微博：米糊zzZ","73,931"
169,可儿！,https://i2.hdslb.com/bfs/face/bef5b536b29a26dcde6c19a012c0155776076146.jpg@256h_256w,481169,481169,"73,459"
170,如月こより_Official,https://i0.hdslb.com/bfs/face/8100ac23f27adce0b877425f9126e5fabcd1a6b0.jpg@256h_256w,524194761,我是能令哭泣的孩子着迷的虚拟僵尸如月Koyori。,"73,094"
171,电脑少女siro_小白,https://i2.hdslb.com/bfs/face/e75a84ccee092aff0d133393a30866726210f1f2.jpg@256h_256w,391876799,"大家好！我是电脑少女小白！喜欢游戏实况！目标是虚拟世界的偶像！
                请点击关注，拜托了(๑•̀ㅂ•́)و✧","72,462"
172,家长麦Official,https://i2.hdslb.com/bfs/face/8846f1ad82201653b223041c71e6f53775ad3da8.jpg@256h_256w,436596837,我是NIJISANJI的家长麦！来和我交朋友，一起玩吧~我随时等着大家！,"71,522"
173,佐仓•M•沙耶加,https://i2.hdslb.com/bfs/face/88741fdb461854c42f0c129c7399018964c068f6.jpg@256h_256w,72960,直播地址：http://live.bilibili.com/104,"71,465"
174,灵无所归_梦无所往,https://i0.hdslb.com/bfs/face/d338c24814e49e925cbb941398d0b6292b11c799.jpg@256h_256w,297340,梦想是为了实现而存在的。（不关注一下么？）更多精彩视频都在往期哦~我即将出道啦,"70,779"
175,泰蕾莎Channel,https://i2.hdslb.com/bfs/face/f89a85ad86acd2e222daa3ad3a16cf36ad12afae.jpg@256h_256w,620903,虽然然经常被误解但是是个人势哦？！QQ群：640969703 ,"68,763"
176,铃果Official,https://i0.hdslb.com/bfs/face/d49537a2e40018be9b4f6917c71b41aeeaa5a82e.jpg@256h_256w,416203727,账号已停用，感谢你的喜欢。但愿重逢。,"68,209"
177,まこと-Official,https://i1.hdslb.com/bfs/face/f838fd56b894999a337680866917cddd38d76a5b.jpg@256h_256w,472135480,macoto官方账号，YouTube：まこと。 niconico邮箱：http://bit.ly/30VkTjp　推特账号@rnqq,"68,117"
178,鹰宫莉音Official,https://i0.hdslb.com/bfs/face/2cb1407e3a5589cfbc204e8eee3c1f6321cc46c6.jpg@256h_256w,436596840,我是NIJISANJI的超级美少女大小姐VTuber鹰宫莉音，在私立帝华高校读二年级，各位请多多关照！,"68,005"
179,无理MURI,https://i1.hdslb.com/bfs/face/5f111e4d43ddd62efea90e1090ef2353708c7c20.jpg@256h_256w,455916618,Virtuareal Project 三期生。但愿绝望和无奈远走高飞。,"67,924"
180,伊恩姬_故障Ai,https://i1.hdslb.com/bfs/face/c3fd1f354f1b74711f0759130d3f22979d2cb80e.jpg@256h_256w,328284808,雪风军团所属vup ～*一个普通的游戏up路过/ps.故障军基地793097820欢迎你,"67,140"
181,钉宫妮妮Ninico,https://i0.hdslb.com/bfs/face/d10ebd17a1e0c80da0b0e684e78f346b9a531de8.jpg@256h_256w,8881297,个人势V虚拟演员钉宫妮妮❤Ninico是治愈系独角猫❤梦想成为明星拿奥斯卡妮~谢谢大家喜欢妮！！！ ,"66,870"
182,贝尔蒙德Official,https://i1.hdslb.com/bfs/face/92e12cc889dd140247ce1992b02608ce0d18d8e3.jpg@256h_256w,441666967,"大家""Ban""上好!にじさんじ公式バーチャルライバー、ベルモンド・バンデラスと申します。欢迎你。","66,541"
183,永远永远酱w,https://i0.hdslb.com/bfs/face/53a23af3e1c1655f8f3da44087680e0a76a153c1.jpg@256h_256w,135980509,"个人势小行星vup，很高兴能够来到地球与大家成为好朋友w！谢谢大家一直以来的喜欢与支持！吾辈永远爱你萌w~

                目前只玩：微博贴吧，同名w","66,342"
184,AIofficial,https://i0.hdslb.com/bfs/face/f9a65c15bd1e9871419e6566aeee891eef420c5b.jpg@256h_256w,430774867,我是可爱的AI虚拟主播AI酱~,"65,982"
185,S1娘Official,https://i2.hdslb.com/bfs/face/d8c7f452a29f130466a497978958689329bf1d27.jpg@256h_256w,97340936,勤劳的烟厂厂妹，兼职当坛娘vtb。粉丝群：1020524454(已满)，二群：1060968078。,"65,261"
186,玩具喵Official,https://i0.hdslb.com/bfs/face/7cdae8fa3cf4c61d7e7d3bb193070be2ed27d7a1.jpg@256h_256w,296496909,专栏向手游攻略up主，萌游姬攻略组创始人。玩具喵是无口系vup喔~,"65,170"
187,里奈Rina,https://i1.hdslb.com/bfs/face/818179cbc7f584d7e735a8fcb211c84f9d1f87e7.jpg@256h_256w,7591465,-Croven教团- 带着大镰刀和小幽灵宠物的快乐死神！别名Jorina·Joestar,"65,158"
188,MeAqua动画制作委员会,https://i1.hdslb.com/bfs/face/7a9bf95fbfd14ff19051cd3f785451e9cedbbdb5.jpg@256h_256w,4307809,めあくあてぇてぇ！主要创作以神楽めあ与湊あくあ为主角的二次创作视频作品，不定期投稿。审核群号：907670971,"64,462"
189,绅士Kevil,https://i2.hdslb.com/bfs/face/cff8047eece0ae90b1bdb2d0355c3be8bf6cb7fb.jpg@256h_256w,12908394,人形自走变声器/谢谢你这么好看还喜欢我w/邮箱：kevil_lucca@163.com/群号：820904656,"63,452"
190,dsailab二号机,https://i1.hdslb.com/bfs/face/e1a337b69cf26f6a90fc14df34f5197bb0da2037.jpg@256h_256w,11203281,我是二号机,"63,347"
191,Ruriko琉璃子Channel,https://i1.hdslb.com/bfs/face/499df088274f3603c707324907f9e89d677f6229.jpg@256h_256w,47441,个人势VUP/虚拟主播Ruriko琉璃子，是吸血鬼,"61,921"
192,郡道美玲Official,https://i0.hdslb.com/bfs/face/7d82e2488a190dea98c60008fbef7bcf370b49f9.jpg@256h_256w,458154139,郡道美玲、高校教師です。 座右の銘は『人生は長めの自己紹介』です。,"61,303"
